Recipe 0001, score: 7101012451.
Recipe 3289, score: 1212623103.
Recipe 3290, score: 2126231034.
Recipe 3291, score: 1262310346.
Recipe 3292, score: 2623103465.
Recipe 3293, score: 6231034654.
Recipe 3294, score: 2310346542.
Recipe 3295, score: 3103465421.
Recipe 3296, score: 1034654212.
Recipe 3297, score: 0346542121.
Recipe 3298, score: 3465421210.
Recipe 3299, score: 4654212101.
Recipe 3300, score: 6542121011.
Recipe 3301, score: 5421210112.
Recipe 3302, score: 4212101125.
Recipe 3303, score: 2121011258.
